address,city,state,Zip,Latitude,Longitude
1037 MAPLETON AVE,BOULDER,Colorado,80304,40.020997,-105.282825
1650 7TH ST,BOULDER,Colorado,80302,40.012562,-105.285395
1150 LEHIGH ST,BOULDER,Colorado,80305,39.978026,-105.259773
1650 LOMBARDY DR,BOULDER,Colorado,80304,40.041687,-105.276764
502 HAPGOOD ST,BOULDER,Colorado,80302,40.008285,-105.288743
4795 DEVONSHIRE ST,BOULDER,Colorado,80301,40.061784,-105.173539
3070 18TH ST,BOULDER,Colorado,80304,40.031439,-105.273886
1551 NORWOOD AVE,BOULDER,Colorado,80304,40.04411,-105.276974
3480 COLORADO AVE,BOULDER,Colorado,80303,40.006747,-105.250787
55 PIMA CT,BOULDER,Colorado,80303,39.987698,-105.235073
535 MOHAWK DR,BOULDER,Colorado,80303,39.997174,-105.236828
3671 PINEDALE ST,BOULDER,Colorado,80301,40.041662,-105.249952
2305 VASSAR DR,BOULDER,Colorado,80305,39.985459,-105.26272
803 HAWTHORN AVE,BOULDER,Colorado,80304,40.035303,-105.286309
1119 PORTLAND PL,BOULDER,Colorado,80304,40.023602,-105.283386
141 VALLEY VIEW WAY,BOULDER,Colorado,80304,40.054291,-105.303917
878 PIMLICO CT,BOULDER,Colorado,80303,40.003249,-105.172207
3501 19TH ST,BOULDER,Colorado,80304,40.038357,-105.272976
4289 MONROE DR,BOULDER,Colorado,80303,40.006391,-105.240691
3192 5TH ST,BOULDER,Colorado,80304,40.032696,-105.289977
7303 BUCKINGHAM RD,BOULDER,Colorado,80301,40.068611,-105.183303
1990 GLENWOOD DR,BOULDER,Colorado,80304,40.033064,-105.270416
4500 19TH ST LOT 160,BOULDER,Colorado,80304,40.055675,-105.275504
1170 35TH ST,BOULDER,Colorado,80303,40.006817,-105.247462
4751 TANTRA DR,BOULDER,Colorado,80305,39.983578,-105.237555
4500 19TH ST LOT 340,BOULDER,Colorado,80304,40.055675,-105.275504
3677 CHASE CT,BOULDER,Colorado,80305,39.992206,-105.248467
1012 14TH ST,BOULDER,Colorado,80302,40.005767,-105.274654
2014 JOSLYN PL,BOULDER,Colorado,80304,40.036928,-105.271087
2718 S LAKERIDGE TRL,BOULDER,Colorado,80302,40.134904,-105.289062
4500 19TH ST LOT 235,BOULDER,Colorado,80304,40.055675,-105.275504
1574 GREENBRIAR BLVD,BOULDER,Colorado,80305,39.971732,-105.240978
1915 GOSS ST,BOULDER,Colorado,80302,40.016549,-105.269909
4881 WHITE ROCK CIR,BOULDER,Colorado,80301,40.060801,-105.212154
1854 QUINCE AVE,BOULDER,Colorado,80304,40.047536,-105.273705
2548 MAPLETON AVE,BOULDER,Colorado,80304,40.024409,-105.262722
140 BUCKINGHAM HALL,BOULDER,Colorado,80301,40.049468,-105.201421
7096 INDIAN PEAKS TRL,BOULDER,Colorado,80301,40.064206,-105.190129
57 SANDY DR,BOULDER,Colorado,80302,40.011031,-105.355315
5914 GUNBARREL AVE,BOULDER,Colorado,80301,40.061275,-105.21553
3123 FERN PL,BOULDER,Colorado,80304,40.031612,-105.273285
944 ZAMIA AVE,BOULDER,Colorado,80304,40.060599,-105.285216
1195 BEAR MOUNTAIN DR,BOULDER,Colorado,80305,39.978025,-105.261981
2127 CANYON BLVD,BOULDER,Colorado,80302,40.017555,-105.267103
897 15TH ST,BOULDER,Colorado,80302,40.003554,-105.274134
2111 COLUMBINE AVE,BOULDER,Colorado,80302,39.99942,-105.266118
4928 CORNWALL DR,BOULDER,Colorado,80301,40.064206,-105.170027
4827 WHITE ROCK CIR,BOULDER,Colorado,80301,40.059876,-105.213612
1905 MARIPOSA AVE,BOULDER,Colorado,80302,39.998469,-105.268556
5213 DARLEY NORTH HALL,BOULDER,Colorado,80301,40.049468,-105.201421
1435 YARMOUTH AVE,BOULDER,Colorado,80304,40.058391,-105.279447
5000 BUTTE ST LOT 126,BOULDER,Colorado,80301,40.033979,-105.236179
4018 NEVIS ST,BOULDER,Colorado,80301,40.047928,-105.252921
555 30TH ST RM 136,BOULDER,Colorado,80303,39.998362,-105.253559
5505 VALMONT RD SPC 210,BOULDER,Colorado,80301,40.034299,-105.223092
8265 WILLIAMS VILLAGE EAST HALL,BOULDER,Colorado,80301,40.049468,-105.201421
4651 16TH ST,BOULDER,Colorado,80304,40.059373,-105.277727
4490 OTTAWA PL,BOULDER,Colorado,80303,39.989064,-105.237488
2205 MEADOW AVE,BOULDER,Colorado,80304,40.042133,-105.267934
1530 LEHIGH ST,BOULDER,Colorado,80305,39.973019,-105.259775
1570 CRESS CT,BOULDER,Colorado,80304,40.042629,-105.278106
1036 12TH ST,BOULDER,Colorado,80302,40.006171,-105.277107
946 POPLAR PL,BOULDER,Colorado,80304,40.046825,-105.284744
3540 LONGWOOD AVE,BOULDER,Colorado,80305,39.968572,-105.251149
906 BROOKLAWN DR,BOULDER,Colorado,80303,40.005805,-105.232085
3080 15TH ST,BOULDER,Colorado,80304,40.032505,-105.276261
591 PRIMOS RD,BOULDER,Colorado,80302,40.010962,-105.454154
1710 VIOLET AVE,BOULDER,Colorado,80304,40.054164,-105.275317
3685 PASEO DEL PRADO,BOULDER,Colorado,80301,40.041471,-105.257887
4841 HOPKINS PL,BOULDER,Colorado,80301,40.035681,-105.241621
3185 FOLSOM ST,BOULDER,Colorado,80304,40.032668,-105.263427
9013 BRACKETT HALL,BOULDER,Colorado,80301,40.049468,-105.201421
1812 17TH ST,BOULDER,Colorado,80302,40.017547,-105.272635
1480 VIOLET AVE,BOULDER,Colorado,80304,40.054179,-105.278941
2845 DARLEY AVE,BOULDER,Colorado,80305,39.978991,-105.258264
1360 MEADOW AVE,BOULDER,Colorado,80304,40.042961,-105.279062
425 IRIS AVE,BOULDER,Colorado,80304,40.036184,-105.290649
7892 GREENBRIAR CIR,BOULDER,Colorado,80301,40.06462,-105.169445
3003 VALMONT RD LOT 10,BOULDER,Colorado,80301,40.031073,-105.252567
2816 KENYON CIR,BOULDER,Colorado,80305,39.976362,-105.257933
927 WHITE HAWK RANCH DR,BOULDER,Colorado,80303,40.005506,-105.143367
429 MAXWELL AVE,BOULDER,Colorado,80304,40.022042,-105.290822
3325 9TH ST,BOULDER,Colorado,80304,40.035457,-105.285512
3860 COLORADO AVE,BOULDER,Colorado,80303,40.00648,-105.245534
2135 14TH ST,BOULDER,Colorado,80302,40.020107,-105.278179
489 ANTLER DR,BOULDER,Colorado,80302,40.09748,-105.326497
1900 GOSS ST,BOULDER,Colorado,80302,40.016028,-105.269638
4500 19TH ST LOT 25,BOULDER,Colorado,80304,40.055675,-105.275504
2050 PARK LAKE DR,BOULDER,Colorado,80301,40.019428,-105.145394
38476 BOULDER CANYON DR,BOULDER,Colorado,80302,40.014599,-105.320877
3062 4TH ST,BOULDER,Colorado,80304,40.030414,-105.291214
4499 APPLEWOOD CT,BOULDER,Colorado,80301,40.055378,-105.22011
1795 QUINCE AVE,BOULDER,Colorado,80304,40.04821,-105.274234
2180 SUNSHINE CANYON DR,BOULDER,Colorado,80302,40.033464,-105.317796
4439 DALLAS PL,BOULDER,Colorado,80303,40.010427,-105.238524
2950 BROADWAY,BOULDER,Colorado,80304,40.029101,-105.281895
8394 LARKSPUR RD,BOULDER,Colorado,80302,40.125812,-105.292695
720 TOEDTLI DR,BOULDER,Colorado,80305,39.981908,-105.247914
4789 OLD POST CT,BOULDER,Colorado,80301,40.062086,-105.184978
537 N 76TH ST,BOULDER,Colorado,80303,39.997973,-105.176044
8 BENCHMARK DR,BOULDER,Colorado,80303,39.969861,-105.186868
1305 REDWOOD AVE,BOULDER,Colorado,80304,40.049017,-105.281282
4848 W MOORHEAD CIR,BOULDER,Colorado,80305,39.979323,-105.235854
1155 35TH ST,BOULDER,Colorado,80303,40.006656,-105.248689
6156 HABITAT DR,BOULDER,Colorado,80301,40.060888,-105.210124
9657 MOUNTAIN RIDGE PL,BOULDER,Colorado,80302,40.150596,-105.28964
4684 INGRAM CT,BOULDER,Colorado,80305,39.986836,-105.239042
2926 SHADY HOLLOW W,BOULDER,Colorado,80304,40.027978,-105.260411
1169 KALMIA AVE,BOULDER,Colorado,80304,40.039266,-105.282584
5533 CRESTONE CIR,BOULDER,Colorado,80301,40.074821,-105.191153
4343 N 26TH ST,BOULDER,Colorado,80304,40.053575,-105.265909
5626 PENNSYLVANIA AVE,BOULDER,Colorado,80303,40.005217,-105.222348
4987 CORNWALL DR,BOULDER,Colorado,80301,40.06496,-105.171452
4550 WHITNEY PL,BOULDER,Colorado,80305,39.980297,-105.24219
1155 CANYON BLVD STE 207,BOULDER,Colorado,80302,40.016074,-105.280067
160 30TH ST,BOULDER,Colorado,80305,39.993948,-105.257387
3003 VALMONT RD LOT 143,BOULDER,Colorado,80301,40.031073,-105.252567
3880 COLORADO AVE,BOULDER,Colorado,80303,40.007022,-105.245445
3365 DARLEY AVE,BOULDER,Colorado,80305,39.978984,-105.253407
695 NORTHSTAR CT,BOULDER,Colorado,80304,40.044343,-105.287813
14 S 31ST ST,BOULDER,Colorado,80305,39.993231,-105.255586
1107 CRESTMOOR DR,BOULDER,Colorado,80303,40.007643,-105.197742
4680 WHITE ROCK CIR,BOULDER,Colorado,80301,40.058953,-105.213
492 GRANITE DR,BOULDER,Colorado,80302,40.027773,-105.316574
2820 29TH ST,BOULDER,Colorado,80301,40.028141,-105.255218
3019 JEFFERSON ST,BOULDER,Colorado,80304,40.031059,-105.279636
3100 MADISON AVE,BOULDER,Colorado,80303,40.00571,-105.25199
2135 SPRUCE ST,BOULDER,Colorado,80302,40.021747,-105.267673
1299 YELLOW PINE AVE,BOULDER,Colorado,80304,40.059701,-105.281275
1502 CHAMBERS DR,BOULDER,Colorado,80305,39.973376,-105.240056
4125 RIVERSIDE AVE,BOULDER,Colorado,80304,40.049128,-105.281746
9162 BAKER HALL,BOULDER,Colorado,80433,39.550183,-105.363964
145 HALLETT HALL,BOULDER,Colorado,80301,40.049468,-105.201421
7768 DEVONSHIRE WAY,BOULDER,Colorado,80301,40.058635,-105.171584
7400 SINGING HILLS DR,BOULDER,Colorado,80301,40.068883,-105.180318
2860 KALMIA AVE,BOULDER,Colorado,80301,40.038375,-105.254031
3200 LONGWOOD AVE,BOULDER,Colorado,80305,39.967592,-105.253739
4082 DAWN CT,BOULDER,Colorado,80304,40.049088,-105.259717
4743 ESSEX CT,BOULDER,Colorado,80301,40.060867,-105.170364
2535 LINDEN DR,BOULDER,Colorado,80304,40.050461,-105.317426
1212 CAVAN ST,BOULDER,Colorado,80303,40.007615,-105.136066
2550 9TH ST,BOULDER,Colorado,80304,40.024081,-105.285402
1333 SCRUB OAK CIR,BOULDER,Colorado,80305,39.975688,-105.262349
1521 MARSHALL RD,BOULDER,Colorado,80305,39.958092,-105.231415
3156 7TH ST,BOULDER,Colorado,80304,40.032123,-105.287636
881 14TH ST,BOULDER,Colorado,80302,40.003417,-105.275359
488 COUNTRY LN,BOULDER,Colorado,80303,39.997012,-105.178136
3562 NOTTINGHAM CT,BOULDER,Colorado,80304,40.039434,-105.260748
3307 HICKOK PL,BOULDER,Colorado,80301,40.035069,-105.250234
4461 HAMILTON CT,BOULDER,Colorado,80305,39.988464,-105.24103
2760 6TH ST,BOULDER,Colorado,80304,40.026498,-105.288798
4635 MOORHEAD AVE,BOULDER,Colorado,80305,39.988673,-105.239514
1905 DARTMOUTH AVE,BOULDER,Colorado,80305,39.989126,-105.268863
148 PINE BROOK RD,BOULDER,Colorado,80304,40.055049,-105.315245
4781 TANTRA DR,BOULDER,Colorado,80305,39.983035,-105.237575
755 TOEDTLI DR,BOULDER,Colorado,80305,39.981372,-105.24814
4620 LUDLOW ST,BOULDER,Colorado,80305,39.976404,-105.240606
7786 ARLINGTON DR,BOULDER,Colorado,80303,40.006464,-105.171643
620 ITHACA DR,BOULDER,Colorado,80305,39.980845,-105.264226
795 HARTFORD DR,BOULDER,Colorado,80305,39.982433,-105.258336
3575 19TH ST,BOULDER,Colorado,80304,40.039524,-105.273022
5506 AZTEC CT,BOULDER,Colorado,80303,39.998842,-105.224484
3050 23RD ST,BOULDER,Colorado,80304,40.030824,-105.266408
4610 ARAPAHOE AVE,BOULDER,Colorado,80303,40.014501,-105.237027
147 HALLETT HALL,BOULDER,Colorado,80301,40.049468,-105.201421
4500 19TH ST LOT 101,BOULDER,Colorado,80304,40.055675,-105.275504
4743 LOKI AVE,BOULDER,Colorado,80301,40.069007,-105.243743
570 ITHACA DR,BOULDER,Colorado,80305,39.980135,-105.264102
991 RAINBOW WAY,BOULDER,Colorado,80303,40.004669,-105.20415
483 N CEDAR BROOK RD,BOULDER,Colorado,80304,40.053808,-105.304381
2737 KALMIA AVE,BOULDER,Colorado,80304,40.040368,-105.260001
1276 BEAR MOUNTAIN CT,BOULDER,Colorado,80305,39.976086,-105.262215
825 10TH ST,BOULDER,Colorado,80302,40.002578,-105.280207
4245 WHITNEY PL,BOULDER,Colorado,80305,39.980378,-105.244712
1975 TINCUP CT,BOULDER,Colorado,80305,39.966127,-105.257242
1412 WONDERVIEW CT,BOULDER,Colorado,80303,40.011461,-105.210515
720 GILLASPIE DR,BOULDER,Colorado,80305,39.983384,-105.254058
4762 FRANKLIN DR,BOULDER,Colorado,80301,40.032741,-105.243265
38470 BOULDER CANYON DR,BOULDER,Colorado,80302,40.009786,-105.325344
688 VALLEY LN,BOULDER,Colorado,80302,40.092125,-105.307603
1725 15TH ST,BOULDER,Colorado,80302,40.015405,-105.275329
4590 13TH ST,BOULDER,Colorado,80304,40.057985,-105.280851
965 YALE RD,BOULDER,Colorado,80305,39.980405,-105.253416
1403 BASELINE RD,BOULDER,Colorado,80302,40.00028,-105.274608
490 MAIN ST,BOULDER,Colorado,80027,39.974788,-105.131944
2156 TAMARACK AVE,BOULDER,Colorado,80304,40.05146,-105.269266
809 11TH ST,BOULDER,Colorado,80302,40.002172,-105.279022
2960 SHADOW CREEK DR,BOULDER,Colorado,80303,40.010178,-105.253773
2920 SHADY HOLLOW W,BOULDER,Colorado,80304,40.027947,-105.260397
3872 CAMPO CT,BOULDER,Colorado,80301,40.046042,-105.250726
888 17TH ST,BOULDER,Colorado,80302,40.003405,-105.270937
2452 8TH ST,BOULDER,Colorado,80304,40.021245,-105.286034
1325 MEADOW AVE,BOULDER,Colorado,80304,40.042524,-105.280557
3689 PASEO DEL PRADO,BOULDER,Colorado,80301,40.04172,-105.257468
5505 VALMONT RD LOT 85,BOULDER,Colorado,80301,40.034299,-105.223092
4500 19TH ST LOT 3,BOULDER,Colorado,80304,40.055675,-105.275504
4300 PALI WAY,BOULDER,Colorado,80301,40.052851,-105.183615
1838 22ND ST,BOULDER,Colorado,80302,40.018644,-105.265617
750 MOHAWK DR,BOULDER,Colorado,80303,40.002857,-105.237056
1505 PEARL ST,BOULDER,Colorado,80302,40.019181,-105.27575
980 GILLASPIE DR,BOULDER,Colorado,80305,39.980129,-105.250257
2271 NICHOLL ST,BOULDER,Colorado,80304,40.029206,-105.268304
964 ARAPAHOE AVE,BOULDER,Colorado,80302,40.013317,-105.281857
2244 KALMIA AVE,BOULDER,Colorado,80304,40.039233,-105.267384
3660 IRIS AVE,BOULDER,Colorado,80301,40.036087,-105.247381
940 PARAGON DR,BOULDER,Colorado,80303,39.979016,-105.17956
430 S 45TH ST,BOULDER,Colorado,80305,39.986754,-105.242379
1075 PIEDMONT AVE,BOULDER,Colorado,80303,40.00659,-105.207621
516 VALLEY VIEW DR,BOULDER,Colorado,80304,40.024876,-105.28933
2306 KEYSTONE CT,BOULDER,Colorado,80304,40.038497,-105.26615
854 15TH ST,BOULDER,Colorado,80302,40.002872,-105.273397
5126 WILLIAMS FORK TRL,BOULDER,Colorado,80301,40.06653,-105.200765
2145 KOHLER DR,BOULDER,Colorado,80305,39.987133,-105.26644
55 S 36TH ST,BOULDER,Colorado,80305,39.993605,-105.250763
1142 BARBERRY CT,BOULDER,Colorado,80305,39.978126,-105.265088
5150 LAUREL AVE,BOULDER,Colorado,80303,40.00443,-105.22923
2895 MAYA PL,BOULDER,Colorado,80301,40.0428,-105.255988
735 CONCORD AVE,BOULDER,Colorado,80304,40.0231,-105.285911
990 7TH ST,BOULDER,Colorado,80302,40.005254,-105.285156
5494 RARITAN PL,BOULDER,Colorado,80303,39.994749,-105.224729
775 37TH ST,BOULDER,Colorado,80303,40.00179,-105.246782
6558 RED HILL RD,BOULDER,Colorado,80302,40.094989,-105.303733
8463 STONERIDGE TER,BOULDER,Colorado,80302,40.126627,-105.295945
5423 PTARMIGAN CIR,BOULDER,Colorado,80301,40.073196,-105.18914
2475 MAPLETON AVE,BOULDER,Colorado,80304,40.024913,-105.263771
1335 MEADOW AVE,BOULDER,Colorado,80304,40.042575,-105.2802
1125 GRANDVIEW AVE,BOULDER,Colorado,80302,40.011829,-105.278625
1220 MAPLETON AVE,BOULDER,Colorado,80304,40.02085,-105.280377
900 KALMIA AVE,BOULDER,Colorado,80304,40.038867,-105.28489
919 BROADWAY,BOULDER,Colorado,80302,40.003757,-105.268676
910 36TH ST,BOULDER,Colorado,80303,40.004117,-105.247146
4220 STEARNS EAST HALL,BOULDER,Colorado,80303,40.007445,-105.200647
1348 SCRUB OAK CIR,BOULDER,Colorado,80305,39.975486,-105.263506
7722 DEVONSHIRE CT,BOULDER,Colorado,80301,40.059383,-105.172244
1495 CHAMBERS DR,BOULDER,Colorado,80305,39.974301,-105.23923
1240 HARTFORD DR,BOULDER,Colorado,80305,39.977016,-105.255361
230 CACTUS CT,BOULDER,Colorado,80304,40.04422,-105.295673
4696 TANGLEWOOD TRL,BOULDER,Colorado,80301,40.060089,-105.178898
4816 BRANDON CREEK DR,BOULDER,Colorado,80301,40.062093,-105.195194
750 29TH ST,BOULDER,Colorado,80303,40.001194,-105.255717
189 VALLEY VISTA LN,BOULDER,Colorado,80302,40.083872,-105.335882
2855 JUILLIARD ST,BOULDER,Colorado,80305,39.970563,-105.255371
3485 MARTIN DR,BOULDER,Colorado,80305,39.992427,-105.252262
1439 NORTH ST,BOULDER,Colorado,80304,40.024828,-105.278371
4500 19TH ST LOT 305,BOULDER,Colorado,80304,40.055675,-105.275504
6100 HABITAT DR,BOULDER,Colorado,80301,40.060672,-105.211523
1016 WESTVIEW DR,BOULDER,Colorado,80303,40.005767,-105.199326
7807 ANDREWS WAY,BOULDER,Colorado,80303,40.005123,-105.171142
7028 INDIAN PEAKS TRL,BOULDER,Colorado,80301,40.061337,-105.188301
7225 EMPIRE DR,BOULDER,Colorado,80303,39.976306,-105.184334
9260 ARAPAHOE,BOULDER,Colorado,80303,40.014213,-105.137419
815 MORGAN DR,BOULDER,Colorado,80303,40.003747,-105.237108
2834 16TH ST,BOULDER,Colorado,80304,40.027356,-105.275493
3145 KITTRELL CT,BOULDER,Colorado,80305,39.969855,-105.251463
710 MARINE ST,BOULDER,Colorado,80302,40.011411,-105.285184
2341 PINE ST,BOULDER,Colorado,80302,40.02348,-105.265482
355 ERIE DR,BOULDER,Colorado,80303,39.995003,-105.245603
325 29TH ST,BOULDER,Colorado,80305,39.997014,-105.25789
2274 SPRUCE ST,BOULDER,Colorado,80302,40.021525,-105.266063
3750 IRIS AVE,BOULDER,Colorado,80301,40.035775,-105.246578
7850 EDELWEISS CT,BOULDER,Colorado,80303,39.984488,-105.168679
4221 DARLEY NORTH HALL,BOULDER,Colorado,80305,39.98153,-105.244762
637 S 40TH ST,BOULDER,Colorado,80305,39.983905,-105.247642
7435 SINGING HILLS CT,BOULDER,Colorado,80301,40.068457,-105.18008
5878 ORCHARD CREEK LN,BOULDER,Colorado,80301,40.056297,-105.217259
4652 WHITE ROCK CIR,BOULDER,Colorado,80301,40.058721,-105.215705
1455 ITHACA DR,BOULDER,Colorado,80305,39.974132,-105.256836
4750 RICARA DR,BOULDER,Colorado,80303,39.991527,-105.234659
3870 BROADWAY,BOULDER,Colorado,80304,40.044786,-105.281575
4650 GREYLOCK ST,BOULDER,Colorado,80301,40.059655,-105.167719
3033 JEFFERSON ST,BOULDER,Colorado,80304,40.031559,-105.279663
3038 FULTON CIR,BOULDER,Colorado,80301,40.029623,-105.241497
4451 FOURMILE CANYON DR,BOULDER,Colorado,80302,40.049056,-105.368089
842 PEARL ST STE 1,BOULDER,Colorado,80302,40.01667,-105.284118
5452 BLACKHAWK RD,BOULDER,Colorado,80303,39.997104,-105.22569
4460 DRIFTWOOD PL,BOULDER,Colorado,80301,40.055494,-105.204882
7712 ESSEX PL,BOULDER,Colorado,80301,40.06017,-105.172631
295 SEMINOLE DR,BOULDER,Colorado,80303,39.993061,-105.231182
2221 BLUFF ST,BOULDER,Colorado,80304,40.024989,-105.267739
2955 CARNEGIE DR,BOULDER,Colorado,80305,39.98315,-105.256895
7133 CEDARWOOD CIR,BOULDER,Colorado,80301,40.066092,-105.187692
700 HARTFORD DR,BOULDER,Colorado,80305,39.983947,-105.260196
4500 19TH ST LOT 36,BOULDER,Colorado,80304,40.055675,-105.275504
1201 CRESTMOOR DR,BOULDER,Colorado,80303,40.010067,-105.193552
1155 CANYON BLVD,BOULDER,Colorado,80302,40.016074,-105.280067
1801 WALNUT HOLLOW LN,BOULDER,Colorado,80302,40.018306,-105.26838
2921 SHADY HOLLOW E,BOULDER,Colorado,80304,40.027942,-105.260049
64 HURON CT,BOULDER,Colorado,80303,39.987121,-105.222493
1460 SIERRA DR,BOULDER,Colorado,80302,39.994502,-105.274262
3590 ARTHUR CT,BOULDER,Colorado,80304,40.039898,-105.259865
115 HAWK LN,BOULDER,Colorado,80304,40.043335,-105.319778
422 PLEASANT ST,BOULDER,Colorado,80302,40.009166,-105.289533
728 4 MILE CANYON DR,BOULDER,Colorado,80105,39.616545,-104.044195
208 PEARL ST,BOULDER,Colorado,80302,40.014371,-105.2935
3105 BELL DR,BOULDER,Colorado,80301,40.031244,-105.242904
7485 SOUTH BOULDER RD,BOULDER,Colorado,80303,39.987351,-105.178382
1530 REDWOOD AVE,BOULDER,Colorado,80304,40.048571,-105.278313
4505 MARTIN DR,BOULDER,Colorado,80305,39.987593,-105.241977
645 ITHACA DR,BOULDER,Colorado,80305,39.981334,-105.264382
690 GILLASPIE DR,BOULDER,Colorado,80305,39.983747,-105.254631
1210 HARTFORD DR,BOULDER,Colorado,80305,39.9774,-105.25536
7310 PAINT BRUSH TRL,BOULDER,Colorado,80301,40.053712,-105.182714
7371 WINDSOR DR,BOULDER,Colorado,80301,40.067652,-105.182565
6927 JAY RD,BOULDER,Colorado,80301,40.051143,-105.191996
1495 QUINCE AVE,BOULDER,Colorado,80304,40.048144,-105.279298
1227 SUGARLOAF RD,BOULDER,Colorado,80302,40.016344,-105.355527
3240 FOLSOM ST,BOULDER,Colorado,80304,40.033622,-105.262897
1765 REDWOOD AVE,BOULDER,Colorado,80304,40.049505,-105.274433
6077 JAY RD,BOULDER,Colorado,80301,40.051143,-105.212026
1267 SCRUB OAK CIR,BOULDER,Colorado,80305,39.976925,-105.262075
35310 BOULDER CANYON DR,BOULDER,Colorado,80302,40.000929,-105.373736
314 PEARL ST,BOULDER,Colorado,80302,40.015344,-105.29114
4553 WELLINGTON RD,BOULDER,Colorado,80301,40.056956,-105.215738
64 PEAKVIEW RD,BOULDER,Colorado,80302,40.09085,-105.334076
1741 PINE ST,BOULDER,Colorado,80302,40.021773,-105.273165
4254 MONROE DR,BOULDER,Colorado,80303,40.005153,-105.240822
23 EAGLES DR,BOULDER,Colorado,80302,40.030544,-105.320657
948 NORTH ST,BOULDER,Colorado,80304,40.024186,-105.284702
3853 PASEO DEL PRADO,BOULDER,Colorado,80301,40.044672,-105.257093
5156 FLAGSTAFF RD,BOULDER,Colorado,80302,39.984022,-105.324968
5435 ILLINI WAY,BOULDER,Colorado,80303,39.988431,-105.226093
1545 KENDALL DR,BOULDER,Colorado,80305,39.972825,-105.259416
1395 GEORGETOWN RD,BOULDER,Colorado,80305,39.975289,-105.255008
2141 GROVE CIR W,BOULDER,Colorado,80302,40.015578,-105.267112
4481 CANTERBURY DR,BOULDER,Colorado,80301,40.056076,-105.174614
35112 BOULDER CANYON DR,BOULDER,Colorado,80302,40.003526,-105.379722
4524 S MEADOW DR,BOULDER,Colorado,80301,40.056993,-105.182253
3178 29TH ST,BOULDER,Colorado,80301,40.03259,-105.255861
1036 UNIVERSITY AVE,BOULDER,Colorado,80302,40.010171,-105.279204
220 32ND ST,BOULDER,Colorado,80305,39.993987,-105.254633
8929 TAHOE LN,BOULDER,Colorado,80301,40.019366,-105.144569
8373 LARKSPUR RD,BOULDER,Colorado,80302,40.124877,-105.292258
3640 BUCKEYE CT,BOULDER,Colorado,80304,40.040515,-105.279276
2825 PENNSYLVANIA AVE,BOULDER,Colorado,80303,40.009026,-105.257241
3835 TALISMAN PL,BOULDER,Colorado,80301,40.034866,-105.246294
704 CONCORD AVE,BOULDER,Colorado,80304,40.022503,-105.286621
3767 CANFIELD ST,BOULDER,Colorado,80301,40.043283,-105.241745
4662 INGRAM CT,BOULDER,Colorado,80305,39.987709,-105.240127
11 DEER TRAIL RD,BOULDER,Colorado,80302,40.089895,-105.335833
4919 NOBLE PARK PL,BOULDER,Colorado,80301,40.029612,-105.239056
3398 HICKOK PL,BOULDER,Colorado,80301,40.03475,-105.249137
5568 HOMESTEAD WAY,BOULDER,Colorado,80301,40.075535,-105.193827
5000 BUTTE ST LOT 160,BOULDER,Colorado,80301,40.033979,-105.236179
5801 JAY RD,BOULDER,Colorado,80301,40.052899,-105.218325
730 33RD ST,BOULDER,Colorado,80303,40.00098,-105.250039
1040 AURORA AVE,BOULDER,Colorado,80302,40.00354,-105.279181
710 GILLASPIE DR,BOULDER,Colorado,80305,39.983492,-105.254263
3395 EASTMAN AVE,BOULDER,Colorado,80305,39.989323,-105.253352
2755 7TH ST,BOULDER,Colorado,80304,40.026446,-105.289457
1728 GROVE ST,BOULDER,Colorado,80302,40.015249,-105.271852
9109 SEWALL HALL,BOULDER,Colorado,80301,40.049468,-105.201421
1195 LINDEN AVE,BOULDER,Colorado,80304,40.041299,-105.282407
550 MOHAWK DR,BOULDER,Colorado,80303,39.99702,-105.236283
2175 FLORAL DR,BOULDER,Colorado,80304,40.030725,-105.268445
4520 STARBOARD CT,BOULDER,Colorado,80301,40.057835,-105.202728
1053 BEREA DR,BOULDER,Colorado,80305,39.979276,-105.248067
900 28TH ST,BOULDER,Colorado,80303,40.004263,-105.257483
815 ALPINE AVE,BOULDER,Colorado,80304,40.025748,-105.286565
9025 BRACKETT HALL,BOULDER,Colorado,80301,40.049468,-105.201421
2945 DARTMOUTH AVE,BOULDER,Colorado,80305,39.989314,-105.25725
845 36TH ST,BOULDER,Colorado,80303,40.002956,-105.247685
3256 SENTINEL DR,BOULDER,Colorado,80301,40.033732,-105.239932
90 S 35TH ST,BOULDER,Colorado,80305,39.993127,-105.251455
2035 4TH ST,BOULDER,Colorado,80302,40.016242,-105.291033
955 JASMINE CIR,BOULDER,Colorado,80304,40.038499,-105.284585
3636 LARKWOOD CT,BOULDER,Colorado,80304,40.040604,-105.261737
4867 W MOORHEAD CIR,BOULDER,Colorado,80305,39.979768,-105.236075
780 WALNUT ST,BOULDER,Colorado,80302,40.015287,-105.284813
597 WAGONWHEEL GAP RD,BOULDER,Colorado,80302,40.063051,-105.311154
2044 19TH ST,BOULDER,Colorado,80302,40.020667,-105.270802
2338 14TH ST,BOULDER,Colorado,80304,40.022332,-105.278402
4704 EDISON LN,BOULDER,Colorado,80301,40.03077,-105.24378
105 N CEDAR BROOK RD,BOULDER,Colorado,80304,40.050927,-105.30391
5778 ORCHARD CREEK LN,BOULDER,Colorado,80301,40.056255,-105.219918
5103 LAUREL AVE,BOULDER,Colorado,80303,40.004895,-105.229592
4616 CLOUD CT,BOULDER,Colorado,80301,40.057537,-105.216587
